utt_id,text,context,speaker,show,label,split
2_426,"Are you kidding? I love that guy!  Morning's here! Morning is here,",HEY!! Do you Oh come on! Morning's here!  Morning's here! The morning is here! Sunshine is here! I,JOEY,FRIENDS,0,train
2_255,It's a musical Rose,What kind of a movie is this Dorothy?,DOROTHY,GOLDENGIRLS,1,train
1_S12E21_167,"Yes, but it may just be the Indian accent.","Ugh, why is this decision so hard? Maybe because you want to win, but deep down you know it's not the honorable way to do it. Otherwise, you would've done it already. That's really wise.",SHELDON,BBT,1,train
1_3599,Why don't you keep that stuff in the bathroom?,"That's a great idea. I'm going to get him to sign a Batman as well. What is it about the word ""unique"" you don't understand? Damn, paper cut. Nothing worse than a paper cut. Well, obviously you don't remember your circumcision. There's Neosporin and Band-Aids in my top desk drawer.",HOWARD,BBT,0,train
1_S09E22_075,Funny how that worked out.,"Hey, you think it'd be okay if I brought Claire to the wine tasting? Sure. I'd like to meet her. Oh, that's great. I've been wanting her to meet you guys, too, so this seems like the perfect opportunity. Oh, but I won't be there.",RAJ,BBT,1,train
2_253,Yeah!,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second! No-no, let me in! Phoebe?",PHOEBE,FRIENDS,0,train
2_198,"Yeah, she's fired.","Was it my work? Were they mad? Was it Jack? Did he yell?! J-j-just relax, nobody yelled. Jack just was calling to make sure that you were feeling better. Thank God.",ROSS,FRIENDS,0,train
2_585,"You and I, we're interfacing.","So theoretically we could download our thoughts and our memories into this computer... ... and live forever as a machine! That's so Janine, you-you-you know what, do you know we're doing right now?",ROSS,FRIENDS,0,train
1_S10E07_187,So why don't they just get more drywall?,"So, what's the deal with your apartment? Why's it taking so long? Um, it was a drywall problem. Oh, no, what happened? Well, the drywall got wet, and you do not want wet drywall because when drywall gets wet, it's really more... Wet wall? Or damp wall, just as bad. Mm.",PENNY,BBT,0,train
1_S12E04_242,Were there no other kids in Texas?,"So, he was your best friend growing up? Yes.",HOWARD,BBT,1,train
1_S09E04_382,"How can you say that? Amy's gone, and you two are married now, so it's only a matter of time before you're gone, too.","LEONARD: Buddy, I know me moving in with Penny feels like a big change, but it's not.",SHELDON,BBT,0,train
2_190,Well scott I am sure we are all really really looking forward to hear your story.,I finally got to admit it to myself. I have got a sarcasm problem.,MODERATOR,SARCASMOHOLICS,1,train
1_S12E14_152,It's nice they found each other.,"Whoa, whoa. You're not gonna cut open a meteor, are you? Have you not learned anything from comic books? Space viruses? Pod people? I sell nothing but warnings. C-Calm down, Stuart. You're being a little crazy. Oh, is he? Is he being crazy? Or is he the only one around here who's making any sense?",RAJ,BBT,1,train
3_S01E05_456,Maybe my leisurely pace is just a little faster than yours.,"So we're just going to work at a nice, leisurely pace, right? Sure. Wait, why are you typing faster? I'm not.",GILFOYLE,SV,1,train
2_591,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",We thought you might like to join us for dinner? I get the feeling Dorothy that you might be a little mad at me. Why is that?,DOROTHY,GOLDENGIRLS,0,train
1_S11E08_217,"You know what, you like to think that you're just like Tesla, but the truth is you're exactly like Edison.","Sheldon went to the Air Force behind our backs. I did nothing of the sort. I had an idea for a neutrino-based communication system, I presented it to them, and they were interested. But y-your communication system was based on our guidance system. And sonar is based on bats. You don't see them hanging upside down in a patent attorney's office.",LEONARD,BBT,0,train
2_323,That monkey has got a Ross on its ass!,Hey!,CHANDLER,FRIENDS,1,train
3_S05E06_207,I believe we all know who's the better coder anyway.,"Danny over there is going to be reviewing your code, and keeping the results completely confidential. Jared...",GILFOYLE,SV,0,train
1_6627,"Well, yeah, sex with you is pretty great. Have you ever tried it?","That was a really nice dinner. I'm glad you asked me out again. Me, too; I missed you. You see me all the time. You sure you just don't miss the sex?",LEONARD,BBT,0,train
1_2075,There's no hurry. Tell them more about their secret love for each other.,"Say what? That's basically what I just said. You brought your husband to work. You know the rules. Mesa thinking yousa looking pretty sad now too, betcha, betcha. Leonard, it's 1:00. Weren't you going to show me your laboratory at 1:00?",LEONARD,BBT,0,train
1_S10E04_343,"Well, now I don't know if I want to know!","Screw it. I'm calling and finding out. Good. Call him. Wait, I'm not sure I want to know. But you just said you wanted to know.",BERNADETTE,BBT,0,train
1_S10E04_262,What if we do this?,"Now, this side offers me proximity to the bathroom, but I am closer to the window where perverts can watch me sleep. Okay.",AMY,BBT,0,train
2_128,You building a post office?,"Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step.",CHANDLER,FRIENDS,1,train
1_11924,"All right, Amy's in charge of pricing and being 75.","So, I put stickers on everything we're gonna sell.
We just need help taking it all out to the driveway. Can I be in charge of pricing?
I've been going to garage sales my whole life. Can you believe I got these pantyhose for a nickel?",HOWARD,BBT,1,train
2_315,"I guess you'd know that, being one of the two of us, though, right?","So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked.",RACHEL,FRIENDS,1,train
3_S01E03_517,He ate the whole bag of gold caps. Awesome!,"Hi. Who is this? You're not gonna believe this, but this is me. Time is a sphere and I've been reincarnated during the same time period in which I exist. Yes, but where did he come from? From the future, obviously. Also, from a parking lot at a gas station in Sonora.",GILFOYLE,SV,0,train
1_340,"Sure, cut the foreigner in half. There's a billion more where he came from.","And I cannot believe people pay for horoscopes, but on a more serious note, it's 8:13 and we're still not playing Halo. Fine. We'll just play one-on-one until he gets back. One-on-one? We don't play one-on-one. We play teams, not one-on-one. One-on-one. The only way we can play teams at this point is if we cut Raj in half.",RAJ,BBT,1,train
2_303,No thanks Josephine!,"Hey Chandler!, come on in we are knitting pot holders.",CHANDLER,FRIENDS,1,train
1_3476,Don't you think looking for a new city to live in is a bit of an overreaction?,My new computer came with Windows 7. Windows 7 is much more use r- friendly than Windows Vista. I don't like that.,LEONARD,BBT,0,train
1_162,"Sheldon, if you were a robot, and I knew and you didn't...","On the other hand, no arousal. None? None. Thank you for your time. Thank you. None at all?",HOWARD,BBT,0,train
1_S12E06_248,And I don't understand what's going on because I went to MIT.,What do you think you're doing? I thought it was clear. I'm being unnecessarily hurtful but with a sweet voice.,SHELDON,BBT,1,train
2_254,"Yeah. Yeah, that's what you need a good .. pill.","Yeah. I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something.",PHOEBE,FRIENDS,1,train
2_376,Me? I am gonna die alone!,Hey Chandler? Monica just broke my sea-shell lamp.,CHANDLER,FRIENDS,1,train
1_11120,"Next time I might be in a rush, it's good to have a few in the bank.","There's nothing weird going on with me and your mother. Stewie, your bath is getting cold! I got to go, bye. Penny?
Penny.
Penny.
Penny.
Penny. You knocked more than usual.",SHELDON,BBT,0,train
1_S12E18_290,But the time machine thing is probably more likely.,"See, sometimes I wish I could invent a time machine, so I could go back and prevent myself from acting so rashly. Or moving forward, you could think before you speak. I suppose so.",LEONARD,BBT,1,train
1_S09E02_386,That sounds nice.,"(sighs) Well, how about we stop being so scared of losing each other and just be together?",PENNY,BBT,0,train
2_126,No I am upset because Joe Piscapo didn't get the lead role in rain man.,No rose. Are you upset because Blanche is going to sell the house and we can't live together.,DOROTHY,GOLDENGIRLS,1,train
1_S11E02_299,Tell me about it. Howie texts me every time his dog levels up in Warcraft.,"You know, you're a successful woman. You should be able to brag about your accomplishments once in a while. Well, so should you. I mean, the guys are never shy about bragging.",BERNADETTE,BBT,0,train
1_S10E09_169,"I wet the bed until college, but I don't think","You know, I do understand what you're feeling. My brother and sister's accomplishments have always been held over my head. How did you deal with it?",LEONARD,BBT,0,train
1_S10E03_224,My head hurts and I'm more tired than ever.,"Maybe we should break for lunch. What time is it? (moans twice) According to the world's worst cuckoo clock, it's 2:00.",SHELDON,BBT,0,train
1_S09E05_284,"Actually, he already did.",I should let you know that he expressed interest in asking you out.,AMY,BBT,0,train
1_10797,"I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.","to be a pharmaceutical sales rep. Maybe she can practice on you some time. Oh, it would be great to practice on a real doctor. Yeah. I'm sure that'd be fine. I have some odd freckles on my buttocks. Can I make an appointment for you to look at them? Um... okay, I guess.",AMY,BBT,0,train
1_6860,"I'm sorry, it's the bad boy attitude that comes with this hair.","You know, Sheldon, I used to cut my brother's hair. 
I could do it for you. Penny, I know you mean well, offering the skills of the hill folk, but, um, here in town, we don't churn our own butter, we don't make dresses out of gunny sacks, and, uh, we sure as shootin' don't get our hair cut by bottle-blonde... Sheldon, be nice.",SHELDON,BBT,0,train
1_S12E09_207,Okay.,"Oh, gosh, my Russian's a little rusty. If it helps, this word may be ""moose.""",HOWARD,BBT,0,train
